# Chandra Das headword -> pdf page (das_1902_bookmarked.pdf)
# SOURCE: Christian Steinert's ChandraDas_Scan index —
# permission granted by email 2026-08-13 ('feel free to
# use the Chandra Das headword index for your own needs')
# with his caveat: interpolated positions, terms may sit a
# page away. '?' rows are his own uncertainty marks,
# preserved as certain=0. printed->pdf offset +40
# (312-sample majority vote vs our section map).
# wylie	pdf_page	certain
ri zhol gnas	1217	0
ri 'or ba	1217	0
ri yi snying po	1217	0
ri yi phreng	1217	0
ri yi 'od can	1217	0
ri yi sras mo	1217	0
ri rab	1217	0
ri sho	1217	0
ri srib	1217	0
rig gnas bcu	1218	1
rig gnas bco brgyad	1218	0
rig pa	1218	0
rig pa can	1218	0
rig pa mchog gi rgyud	1218	0
rig pa mda' bsnun	1218	0
rig pa ldan pa'i gnas	1218	0
rig pa po	1218	0
rig pa mi gsal ba	1218	0
rig pa 'dzin pa	1218	0
rig pa'i rgyal po'i gtso bo rnams	1218	0
rig pa'i rgyal mo	1219	1
rig pa'i rna ba	1219	0
rig byed	1219	0
rig byed skyes	1219	0
rig byed gdong	1219	0
rig byed 'don ma	1219	0
rig byed bzhi	1219	0
rig byed lha mo	1219	0
rig myur ma	1219	0
rig 'dzin	1219	0
rig 'dzin ma	1219	0
rig rig	1220	1
rig shes	1220	0
rigs	1220	0
rigs kun khyab bdag	1220	0
rigs kyi thu ba	1220	0
rigs kyi ma	1220	0
rigs rgyud	1220	0
rigs brgya'i bdag	1220	0
rigs ngan	1220	0
rigs lnga	1220	0
rigs chen	1220	0
rigs nyams pa	1220	0
rigs mnyam pa	1220	0
rigs ldan	1220	0
rigs ldan ma	1220	0
rigs pa	1221	1
rigs byung	1221	0
rigs med	1221	0
rigs med pa	1221	0
rigs bzhi	1221	0
rigs bzang	1221	0
rigs su 'gro	1221	0
rigs gsum	1221	0
ring gag	1221	0
ring nge ba	1221	0
ring thung	1221	0
ring du bskul	1221	0
ring du khyab	1221	0
ring du mthong ba	1221	0
ring nas 'gugs	1221	0
ring 'phur	1221	0
ring ba	1222	1
ring bu	1222	0
ring mo skyes	1222	0
ring lugs	1222	0
ring bsrel	1222	0
rings	1222	0
rid pa	1222	0
rin	1222	0
rin cen	1222	0
rin che ba	1222	0
rin chen	1223	1
rin thang	1223	0
rin di	1223	0
rin po che	1223	0
rin po che sna lnga	1223	0
rin po che'i gling	1223	0
rin po che'i gdugs	1223	0
rin spungs	1223	0
rin shas nyos	1223	0
rib	1223	0
rib ma	1224	1
rim gro	1224	0
rim gro ba	1224	0
rim pa	1224	0
rims	1224	0
ri'i rgyal po chen po bcu	1224	0
ri'i rus sbal	1224	0
ril	1224	0
ril 'jog ma	1225	1
ril ting	1225	0
ril por	1225	0
ril ba	1225	0
ril bu	1225	0
ris	1225	0
ru	1225	0
ru nga	1226	1
ru rta	1226	0
ru thog	1226	0
ru pi	1226	0
ru po	1226	0
ru ba	1226	0
ru ma	1226	0
ru yong bza'	1226	0
ru ru	1226	0
ru leb	1226	0
rug gi	1226	0
rug ge	1226	0
rug pa	1226	0
rug ma	1226	0
rug rug byed pa	1226	0
rung khang	1226	0
rung chu	1226	0
rung ba	1227	1
rud	1227	0
rub chu	1227	0
rub pa	1227	0
rub sho	1227	0
rum	1227	0
rul po	1227	0
rul ba	1228	1
rus krang	1228	0
rus chang	1228	0
rus pa	1228	0
rus pa'i rgyan	1228	0
rus pa'i snying po	1228	0
rus pa'i zong	1228	0
rus pa'i gzeb	1228	0
rus 'bol ba	1228	0
rus sbal	1228	0
rus sbal ser po	1228	0
rus tshad	1228	0
rus shing	1228	0
re	1229	1
re skan	1229	0
re skong	1229	0
re skon	1229	0
re kha	1229	0
re 'khang	1229	0
re gur	1229	0
re gron	1230	1
re rgyang sha mtha'	1230	0
re lcag pa	1230	0
re thag chod pa	1230	0
re dogs	1230	0
re lde	1230	0
re snam	1230	0
re ba	1230	0
re mos	1230	0
re rma	1230	0
re zhig	1230	0
re ral	1230	0
re re	1230	0
re shig	1230	0
re sa	1230	0
reg pa	1230	0
reg bya	1230	0
reg zin	1230	0
reg zegs	1231	1
reg bzang	1231	0
regs pa	1231	0
reng ba	1231	0
reng bu	1231	0
rengs	1231	0
rengs po	1231	0
red pa	1231	0
reb reb pa	1231	0
rem pa	1231	0
rems	1231	0
re'u	1231	0
rel tshar	1231	0
res	1231	0
res 'ga'	1232	1
res gcig	1232	0
res po	1232	0
res mos	1232	0
res gza'	1232	0
ro	1232	0
ro nye	1233	1
ro ldan	1233	0
ro ldan ma	1233	0
ro ma	1233	0
ro myang	1233	0
ro myang ba	1233	0
ro tsa	1233	0
ro tsa ka	1233	0
ro tsa skyed pa	1233	0
ro btsong ba	1233	0
ro tshan gsum	1233	0
ro 'dzin	1233	0
ro bzang ma	1233	0
ro hi ta	1233	0
ro hi ta ka	1233	0
rog po	1233	0
rog po 'joms skyes	1233	0
rogs	1233	0
rong	1233	0
rong byams chen	1233	0
rong yul	1233	0
rod	1234	1
rod pa	1234	0
rom po	1234	0
ro'i gser	1234	0
rol	1234	0
rol rnyed	1234	0
rol rta	1234	0
rol gnas	1234	0
rol pa	1234	0
rol pa'i rdo rje	1234	0
rol pa'i mtsho bdun	1234	0
rol pa'i sa	1234	0
rol ba	1234	0
rol mo	1234	0
rol mo'i dbye ba	1234	0
rol rtsed ma	1234	0
rwa	1234	0
rwa can	1234	0
rwa tshwa	1234	0
rla	1235	1
rlag	1235	0
rlag po	1235	0
rlangs pa	1235	0
rlangs po	1235	0
rlan	1235	0
rlan skyes	1235	0
rlan sa 'dab ma'i gos can	1235	0
rlab pa	1235	0
rlabs	1235	0
rlabs yas	1235	0
rlam pa	1235	0
rlig pa	1236	1
rlings	1236	0
rlid	1236	0
rlid bu	1236	0
rlibs pa	1236	0
rlugs pa	1236	0
rlung	1236	0
rlung 'khor ba	1236	0
rlung gi rgyal mtshan	1237	1
rlung gi bal	1237	0
rlung gi bu	1237	0
rlung gi bu rgyud	1237	0
rlung gi 'bras bu	1237	0
rlung gi shing rta	1237	0
rlung gi gshog pa can	1237	0
rlung gnyis 'thung	1237	0
rlung rta	1237	0
rlung nag	1237	0
rlung ma	1238	0
rlung g.yab	1238	0
rlung la dga' ba	1238	0
rlung las rgyal	1238	0
rlung sangs 'od la 'then	1238	0
rlung gsos	1238	0
rlung bsrag	1238	0
rlung bsreg	1238	0
rlung lha	1238	0
rlubs	1238	0
rlubs pa	1238	0
rlog pa	1238	0
rlon pa	1238	0
rlobs	1238	0
rlom pa	1238	0
brla	1239	1
brla brnyan	1239	0
brlag pa	1239	0
brlang po	1239	0
brlan pa	1239	0
brlab pa	1239	0
brlam pa	1239	0
brlams pa	1239	0
brling ba	1239	0
brlug pa	1239	0
brlubs	1239	0
la	1241	1
la ka	1241	0
la khyi mo	1241	0
la gor	1241	0
la rgya	1241	0
la gcan pa	1241	0
la cha	1241	0
la nyung	1241	0
la nye	1241	0
la nye ba	1241	0
la ta	1241	0
la Ta	1241	0
la stong	1241	0
la thog	1241	0
la thod	1241	0
la dvags	1241	0
la du	1241	0
la pa sha	1241	0
la po	1241	0
la phug	1242	1
la ba	1242	0
la bo che	1242	0
la ma	1242	0
la ma sro	1242	0
la mo	1242	0
la rdzas	1242	0
la zlas pa	1242	0
la 'ur	1242	0
la 'og	1242	0
la 'ong	1242	0
la g.yogs	1242	0
la la	1242	0
la la phud	1242	0
la lo la mor	1242	0
la sing	1242	0
la so	1242	0
la sogs	1242	0
lag	1243	1
lag rkyong	1243	0
lag skyogs	1243	0
lag skyong	1243	0
lag khug	1243	0
lag gi bla	1243	0
lag gram	1243	0
lag mgo	1243	0
lag ngar	1243	0
lag cha	1244	1
lag rjes	1244	0
lag nya	1244	0
lag nyal	1244	0
lag rtags	1244	0
lag stabs	1244	0
lag thog	1244	0
lag mthil	1244	0
lag dam	1244	0
lag dar	1244	0
lag deb	1244	0
lag bde	1244	0
lag 'don	1244	0
lag rdum	1244	0
lag ldan	1244	0
lag brda	1244	0
lag bsdams	1244	0
lag na rdo rje	1244	0
lag na gzhong thogs	1244	0
lag nor	1244	0
lag snod	1244	0
lag pa	1244	0
lag pa brkyang ba	1244	0
lag pa'i chu bo	1244	0
lag dpon	1244	0
lag sprod	1244	0
lag bubs	1244	0
lag ber	1244	0
lag bris	1244	0
lag mangs	1244	0
lag dmar	1244	0
lag btsug	1244	0
lag rtsis	1244	0
lag 'dzin	1244	0
lag 'dzugs	1244	0
lag gzungs	1244	0
lag bzang ma	1244	0
lag g.yog pa	1244	0
lag las skyes	1244	0
lag len	1244	0
lag sor	1244	0
lags	1244	0
lags pa	1245	1
lags mo	1245	0
lang ka	1245	0
lang ka'i bdag po	1245	0
lang tang	1245	0
lang ba	1246	1
lang tsho	1246	0
lang ling	1246	0
lang long	1246	0
lang shor	1246	0
lad pa	1246	0
lad mo	1246	0
lan	1246	0
lan skyar	1246	0
lan khan	1247	1
lan gus	1247	0
lan gyog	1247	0
lan cig phyir 'ong ba	1247	0
lan chags	1247	0
lan ta ka	1247	0
lan bu	1247	0
lan bu can	1247	0
lan bu ma	1247	0
lan bon	1247	0
lan tsha	1247	0
lan tshva	1247	0
lan tshwa	1247	0
lan lon	1247	0
lab bdar	1247	0
lab pa	1248	1
lab rtse	1248	0
lab gzhi	1248	0
lab bzang	1248	0
lab son	1248	0
lva ba	1248	0
lam	1248	0
lam ka	1249	1
lam mkhan	1249	0
lam gyi 'tsho ba	1249	0
lam bgrod	1249	0
lam rgyags	1249	0
lam rgyud	1249	0
lam rgyus pa	1249	0
lam ngan pa	1249	0
lam chen	1249	0
lam rtags	1249	0
lam rtog pa	1249	0
lam ltar bcos pa	1249	0
lam thog mi khal	1249	0
lam mthun	1249	0
lam du 'jug nyes pa	1249	0
lam bde ma	1249	0
lam 'dren pa	1249	0
lam pa	1249	0
lam pa kam	1249	0
lam po	1249	0
lam tsam	1249	0
lam 'dzom pa	1249	0
lam yig	1250	1
lam ring po	1250	0
lam log	1250	0
lam lom	1250	0
lam shog	1250	0
lam sangs	1250	0
lam sun par byed	1250	0
lam se	1250	0
lam sog pa	1250	0
lam srang	1250	0
lam gsum 'gro	1250	0
lar	1250	0
lar rgya	1250	0
las	1250	0
las ka	1251	1
las kyi cho ga	1251	0
las kyi 'jug pa	1251	0
las kyi rtags	1251	0
las kyi mtha'	1251	0
las skal	1251	0
las khungs	1251	0
las gla	1251	0
las rgyu 'bras	1251	0
las sgo	1251	0
las ngan	1251	0
las can	1251	0
las che	1251	0
las rtags	1251	0
las stod	1251	0
las thog pa	1251	0
las dang po pa	1251	0
las sna tshogs	1251	0
las sna tshogs can	1251	0
las pa	1251	0
las dpon	1251	0
las spyod	1251	0
las myur du byed pa'i ming	1251	0
las tshan	1252	1
las su bya ba	1252	0
las gsum	1252	0
li	1253	1
li ka	1253	0
li ka ra	1253	0
li ka ra shing 'phel	1253	0
li khri	1253	0
li ga dur	1253	0
li gi skyes	1253	0
li thang	1253	0
li thi	1253	0
li dong ra	1253	0
li ba	1253	0
li ma log	1253	0
li tsa byi	1253	0
li yul	1253	0
li shi	1253	0
lig bu mig	1253	0
lig shi wer	1253	0
ling	1253	0
ling ga	1253	0
ling nge	1254	1
ling tog	1254	0
ling ba	1254	0
ling tshe	1254	0
ling ling	1254	0
lings	1254	0
lings pa	1254	0
lib	1254	0
lu	1254	0
lu kang	1254	0
lu gu	1254	0
lu ba	1254	0
lu ma	1254	0
lu hi ta	1254	0
lug	1254	0
lug khyim	1255	1
lug gal	1255	0
lug gi lo	1255	0
lug gi gshed	1255	0
lug ngal ba	1255	0
lug pa	1255	0
lug bal	1255	0
lug mig	1255	0
lugs	1255	0
lugs gong	1255	0
lugs ma	1255	0
lugs zlog	1255	0
lugs bzang skyes	1255	0
lung	1255	0
lung stong	1255	0
lung bstan	1256	1
lung thag	1256	0
lung thang	1256	0
lung 'dren pa	1256	0
lung pa	1256	0
lung 'bogs pa	1256	0
lung tshags pa	1256	0
lung bzhi	1256	0
lung rigs	1256	0
lud	1256	0
lud pa	1256	0
lum pa	1256	0
lum pa glong ga	1256	0
lum bi	1256	0
lums	1256	0
lus	1256	0
lus kyi 'byung ba	1256	0
lus kyi reg pa	1257	1
lus kyi rlan	1257	0
lus kyis 'thab	1257	0
lus krab	1257	0
lus dkar	1257	0
lus skyes	1257	0
lus skyob	1257	0
lus bskums	1257	0
lus rgyags	1257	0
lus ngan	1257	0
lus can	1257	0
lus gcig pa	1257	0
lus lcim	1257	0
lus chas	1257	0
lus chen	1257	0
lus mchom ma	1257	0
lus 'jigs med	1257	0
lus nyams chung ba	1257	0
lus gnyis pa	1257	0
lus deng	1257	0
lus rdol che	1257	0
lus ldan	1257	0
lus ldan ma	1257	0
lus pa	1258	1
lus phra	1258	0
lus 'phags pa	1258	0
lus bongs	1258	0
lus byad	1258	0
lus 'bab	1258	0
lus 'bod pa	1258	0
lus sbas	1258	0
lus ma	1258	0
le khag	1258	0
le 'khon	1258	0
le brgan	1258	0
le na	1258	0
le ma	1258	0
le lag	1258	0
le lan	1259	1
le lam mkhan	1259	0
le lo	1259	0
legs brjod ma	1259	0
legs pa	1259	0
legs pa'i skar ma	1259	0
legs par song	1259	0
legs bshad	1259	0
legs su smon pa	1259	0
legs gso	1259	0
legs gsol	1259	0
len ka ra	1260	1
len pa	1260	0
len pa bzhi	1260	0
leb rgan	1260	0
leb mo	1260	0
le'u	1260	0
lo	1260	0
lo ka	1260	0
lo rgyus	1261	1
lo chung	1261	0
lo tog	1261	0
lo tho	1261	0
lo thog	1261	0
lo du thal	1261	0
lo dong	1261	0
lo 'dab	1261	0
lo 'dod	1261	0
lo nag	1261	0
lo phyag	1261	0
lo phyugs legs pa	1261	0
lo ma	1261	0
lo ma kha	1262	1
lo ma lnga	1262	0
lo ma bzang	1262	0
lo ma gsum pa	1262	0
lo mang khur ldan	1262	0
lo ma'i 'khri shing	1262	0
lo mar	1262	0
lo mo	1262	0
lo tsA	1262	0
lo tshan	1262	0
lo yi shing rta	1262	0
lo legs	1262	0
lo shug kha	1262	0
lo shes	1262	0
lo bshad	1262	0
log ge ba	1263	1
log lta	1263	0
log thang	1263	0
log 'dren bgegs kyi rgyal po	1263	0
log pa	1263	0
log pa cha 'dzin gyi spyod pa	1263	0
log pa nyid du nges pa	1263	0
log pa dud 'gro'i spyod pa can	1263	0
log pa'i blo gros	1263	0
log par sgrub	1263	0
log par spobs	1263	0
log par 'tsho ba	1263	0
log par bzhugs pa	1263	0
log par lhung ba	1263	0
log smon can	1263	0
log smra	1264	1
log gzhal	1264	0
log g.yem	1264	0
log shes	1264	0
log sred can	1264	0
logs	1264	0
logs skyes	1264	0
logs bcas	1264	0
logs chen po'i ri	1264	0
logs na yod pa	1264	0
logs pa	1264	0
logs su	1264	0
long	1264	0
long ka	1264	0
long ki	1264	0
long po stod	1264	0
long ba	1265	1
long bu	1265	0
long long	1265	0
longs	1265	0
longs spyod	1265	0
lod pa	1265	0
lod rigs	1265	0
lon	1265	0
lon pa	1265	0
los	1265	0
sha	1266	1
sha ka	1266	0
sha ka ma	1266	0
sha ka shi la	1266	0
sha kon	1266	0
sha skad	1266	0
sha khug	1266	0
sha khog	1266	0
sha khyi	1266	0
sha khra	1266	0
sha khrag	1266	0
sha 'khon	1266	0
sha gang	1266	0
sha gos	1266	0
sha 'gugs	1266	0
sha rgyags	1266	0
sha sngon can	1267	1
sha can	1267	0
sha chu	1267	0
sha chen	1267	0
sha rjen za	1267	0
sha nye	1267	0
sha ta	1267	0
sha sta	1267	0
sha stag	1267	0
sha dus	1267	0
sha na	1269	1
sha pos	1269	0
sha phing	1269	0
sha pho ru rta	1269	0
sha ba rna ba	1269	0
sha ba ri	1269	0
sha ba ri pa	1269	0
sha bur	1269	0
sha bo	1269	0
sha 'bu	1269	0
sha sbyang	1269	0
sha sbrang	1269	0
sha ma	1269	0
sha med	1269	0
sha mo	1269	0
sha rmen	1269	0
sha rtsi	1269	0
sha tsha	1269	0
sha tshe	1269	0
sha mtshan	1269	0
sha 'dzer	1269	0
sha za	1269	0
sha za'i gling	1268	1
sha zug	1268	0
sha zong	1268	0
sha gzig bdu	1268	0
sha 'ug stag sgo	1268	0
sha yi mchog	1268	0
sha yi lus bcud	1268	0
sha ra pa	1268	0
sha ra 'bigs byed	1268	0
sha ra sho re	1268	0
sha rag	1268	0
sha rar	1268	0
sha la yu ring	1268	0
sha la g.yu ri	1268	0
sha lan	1268	0
sha li ho ta	1268	0
sha log	1268	0
sha shang	1268	0
sha shan	1268	0
sha bshags	1268	0
sha srab	1268	0
sha lhag	1268	0
shag	1268	0
shag ti	1268	0
shag ma	1270	1
shag shag	1270	0
shags	1270	0
shang	1270	0
shang kar	1270	0
shang kha	1270	0
shang thag	1270	0
shang lang	1270	0
shang shang	1270	0
shang shongs	1270	0
shangs	1270	0
shad	1270	0
shad pa	1270	0
shad yar	1270	0
shan	1270	0
shan ja	1270	0
shan ti pa	1270	0
shan di la	1270	0
shan dung	1270	0
shan pa	1271	1
shan dmar	1271	0
shab	1271	0
shab shub	1271	0
shva ba	1271	0
sham	1271	0
sham thabs sngon po can	1271	0
sham bha la	1271	0
sham b+ha la	1271	0
shar	1271	0
shar kha	1271	0
shar gyi gnam dmag	1271	0
shar gyis	1272	1
shar 'gyur byed	1272	0
shar rgya mtsho chen po	1272	0
shar sgo me long gling	1272	0
shar ja	1272	0
shar pa	1272	0
shar po	1272	0
shar ba	1272	0
shar ma	1272	0
shar ras	1272	0
shal dkar	1272	0
shal ba	1272	0
shal ma	1272	0
shal ma li	1272	0
shas	1272	0
shas che	1272	0
shA kya	1272	0
shA ri'i bu	1272	0
shi ka	1272	0
shi ka ko la	1272	0
shi ki ma	1272	0
shi ba	1273	1
shi ri sha	1273	0
shi rig	1273	0
shi rog	1273	0
shi la	1273	0
shi la dru	1273	0
shig	1273	0
shig ge ba	1273	0
shig geg	1273	0
shing	1273	0
shing ka ku bha	1274	0
shing ka pet tha	1274	0
shing kir ti	1274	0
shing kun	1274	0
shing rkun ma'i me tog	1274	0
shing sku	1274	0
shing skya	1274	0
shing skya nar	1274	0
shing gi ba thag	1274	0
shing gi mig	1274	0
shing gi me tog kha phye	1274	0
shing gi rtsa ba	1274	0
shing gi srin bu	1274	0
shing rgon	1274	0
shing rgyal	1275	1
shing mngar	1275	0
shing mngar ldan pa	1275	0
shing sngon	1275	0
shing bcud	1275	0
shing chas	1275	0
shing ta la	1275	0
shing tog	1275	0
shing rta	1275	0
shing rta bcu pa	1275	0
shing rta ma	1276	1
shing rta mo	1276	0
shing rta'i kha lo pa	1276	0
shing rta'i gnya' shing	1276	0
shing rta'i lus	1276	0
shing ba glang rmig pa	1276	0
shing byang chub	1276	0
shing 'bras bu med pa	1276	0
shing mya ngan med	1276	0
shing dmar	1276	0
shing rma bya'i gtsug phud	1276	0
shing tsha	1276	0
shing tshal	1276	0
shing tsher 'bras can	1276	0
shing 'dzin	1276	0
shing gzhong	1276	0
shing gzong	1276	0
shing bza' rnal 'byor ma	1276	0
shing bza' a chos	1276	0
shing bzo pa	1276	0
shing yan lag	1276	0
shing yongs 'du sa brtol	1277	1
shing lo	1277	0
shing lo gsar du kha 'bus pa	1277	0
shing sha mi	1277	0
shing shi ri sha	1277	0
shing shi lu	1277	0
shing shun	1277	0
shing sA la	1277	0
shing seng ge'i mjug ma	1277	0
shing sed	1277	0
shing ser	1277	0
shing srin	1277	0
shing a ti muka ta	1277	0
shing a ti muk ta	1277	0
shing a pa ma rga	1278	1
shing u dum wa ra	1278	0
shing e raN Da	1278	0
shing e la ba lu ka	1278	0
shid	1278	0
shid bu	1278	0
shid srang	1278	0
shin tu	1278	0
shin tu dug	1278	0
shin tu byung	1278	0
shin tu mi bzad ma	1278	0
shin tu mi srun pa	1278	0
shin tu lan tshwa ba	1278	0
shin shun can	1278	0
shib pa	1279	1
shib shi lu lu	1279	0
shim pa	1279	0
shim mi shim	1279	0
shim sha pa	1279	0
shir	1279	0
shil ba	1279	0
shil li	1279	0
shis	1279	0
shu	1279	0
shu dag dkar po	1279	0
shu ni ka ra na	1279	0
shu ba	1279	0
shu b+haM	1279	0
shu mo za	1279	0
shug	1279	0
shug gu	1279	0
shug pa	1279	0
shug gtsang	1280	1
shug tshod	1280	0
shugs	1280	0
shugs skad	1280	0
shugs 'gro	1280	0
shugs che ba	1280	0
shugs 'phyo	1280	0
shung ba	1280	0
shud pa	1280	0
shun gling khar	1280	0
shun pa	1280	0
shun pa can	1280	0
shun pa 'jam	1280	0
shun pa dri zhim	1280	0
shub pa	1281	1
shubs	1281	0
shum pa	1281	0
shur bu	1281	0
shur she na	1281	0
shul	1281	0
shul pa	1281	0
shul byi	1281	0
shus ma	1281	0
she	1281	0
she gcod	1281	0
she pa	1281	0
she bam	1281	0
she sbyor	1282	1
she mong	1282	0
she rul	1282	0
shed	1282	0
shed mthun	1282	0
shed bdag	1282	0
shed bu	1282	0
shed bu ser skya	1282	0
shed bye ba	1282	0
shen	1282	0
sher phyin	1282	0
sher ba	1282	0
shel	1282	0
shel dkar	1282	0
shel grong	1282	0
shel ta	1283	1
shes rgya	1283	0
shes sgo	1283	0
shes ldan	1283	0
shes pa	1283	0
shes pa bkra	1283	0
shes pa rgyas byed	1283	0
shes pa'i bu mo	1283	0
shes bya	1284	1
shes sbyor	1284	0
shes mdzod	1284	0
shes bzhin	1284	0
shes yong	1284	0
shes rab	1284	0
shes rab kyi pha rol tu phyin pa	1284	0
shes rab kyi pha rol tu phyin pa'i man ngag gi bstan bcos mngon par rtogs pa'i rgyan	1284	0
shes rab kyi lha	1284	0
shes rab brgya pa	1284	0
shes rab can	1284	0
shes rab 'chal	1284	0
shes rab sdong bu	1284	0
shes rab ma	1284	0
shes rab lha mo	1284	0
sho	1285	1
sho skyam	1285	0
sho gam	1285	0
sho bsgrigs	1285	0
sho mdo	1285	0
sho be	1285	0
sho mang	1285	0
sho tsha	1285	0
sho zo	1285	0
sho ra	1285	0
sho re	1285	0
sho lo ka	1285	0
sho sa	1285	0
shog	1285	0
shog pa	1286	1
shog bu	1286	0
shog shing	1286	0
shong	1286	0
shong ba	1286	0
shong bu	1286	0
shong shong	1286	0
shod	1286	0
shon	1286	0
shob	1286	0
shom pa	1286	0
shor	1287	1
shor ba	1287	0
shol	1287	0
shol po	1287	0
shol ba	1287	0
shos	1287	0
shos bu	1287	0
shwa	1287	0
shwa na mo	1287	0
shwa ba	1287	0
shwa bo sgang	1287	0
shwa sa na	1287	0
shra ba Na	1287	0
shrI	1287	0
gshag pa	1287	0
gshags	1287	0
gshang	1288	1
gshang ba	1288	0
gshang gshong	1288	0
gshad pa	1288	0
gsham	1288	0
gsham ma	1288	0
gsha'	1288	0
gsha' dkar	1288	0
gsha' ma	1288	0
gshar	1288	0
gshar ba	1288	0
gshas ma	1288	0
gshig	1288	0
gshin rje	1288	0
gshin rje pho rog	1288	0
gshin rje phyogs	1289	1
gshin rje ma hA kA la	1289	0
gshin rje zas 'phrog	1289	0
gshin rje gshed nag po	1289	0
gshin rje gshed dmar po	1289	0
gshin rje'i grong	1289	0
gshin rje'i chung ma	1289	0
gshin rje'i 'jig rten	1289	0
gshin rje'i gdon	1289	0
gshin rje'i bdag po	1289	0
gshin rje'i ba dan	1289	0
gshin rje'i bu	1289	0
gshin rje'i gzhon	1289	0
gshin rje'i sring mo	1289	0
gshin 'dre	1289	0
gshin pa	1289	0
gshin pho	1289	0
gshin 'bras	1289	0
gshin rdzas	1289	0
gshib pa	1289	0
gshim pa	1289	0
gshis	1289	0
gshis lugs	1289	0
gshung ba	1290	1
gshe ba	1290	0
gsheg	1290	0
gshegs pa	1290	0
gshed	1290	0
gshed ma	1290	0
gshen	1290	0
gshen rabs	1290	0
gsher ba	1291	1
gsho ba	1291	0
gsho mo	1291	0
gshog thogs	1291	0
gshog pa	1291	0
gshong	1291	0
gshong bu	1292	0
gshod pa	1292	0
gshob	1292	0
gshom pa	1292	0
gshor	1292	0
gshor ba	1292	0
gshol	1292	0
gshol mda' 'dzin	1292	0
gshol ldan	1292	0
gshol po	1292	0
gshos pa	1292	0
bshags pa	1292	0
bshang ba	1292	0
bshang lam	1292	0
bshang seng	1292	0
bshangs pa	1292	0
bshad pa	1292	0
bshan pa	1292	0
bsham ma	1292	0
bsha'	1292	0
bsha' ma	1292	0
bshal ba	1293	0
bshig pa	1293	0
bshib pa	1293	0
bshu ba	1293	0
bshung ba	1293	0
bshud pa	1293	0
bshum pa	1293	0
bshur ba	1293	0
bshul	1293	0
bshus	1293	0
bshe'u	1293	0
bsher	1293	0
bshes pa	1293	0
bsho ba	1294	1
bshog pa	1294	0
bshong sa	1294	0
bshod pa	1294	0
bshor po	1294	0
bshor ba	1294	0
bshol	1294	0
bshol ba	1294	0
bshol ma	1294	0
bshos	1294	0
bshos bu	1294	0
sa	1295	1
sa ka she	1295	0
sa kun dbang	1295	0
sa kra	1295	0
sa dkar	1295	0
sa rko ba	1295	0
sa skam	1295	0
sa skor	1295	0
sa skya	1295	0
sa skyes	1296	1
sa skyong	1296	0
sa skyong dbang po	1296	0
sa skyob	1296	0
sa bskos	1296	0
sa khams	1296	0
sa khu	1296	0
sa khong	1296	0
sa khyad	1296	0
sa khyab	1296	0
sa khyon	1296	0
sa khra	1296	0
sa khra bo	1296	0
sa khral	1296	0
sa khri	1296	0
sa mkhan	1296	0
sa mkhar	1296	0
sa ga	1296	0
sa ga skyes	1296	0
sa ga ma	1296	0
sa ga'i zla ba	1296	0
sa gas nya ba	1296	0
sa gyong	1296	0
sa dga'	1296	0
sa dgra	1296	0
sa mgon	1296	0
sa 'gul	1296	0
sa 'gro	1296	0
sa sgong	1296	0
sa sgre	1296	0
sa sgrog	1296	0
sa brgyad	1296	0
sa ngos	1297	1
sa sngon	1297	0
sa bcad	1297	0
sa bcu	1297	0
sa bcu pa	1297	0
sa bcud	1297	0
sa bcu'i dbang phyug	1297	0
sa cha	1297	0
sa chen po	1297	0
sa mchog	1297	0
sa mchod ma	1297	0
sa 'chag khungs myul	1297	0
sa 'ching	1297	0
sa 'jo	1297	0
sa 'joms	1297	0
sa rji ga	1297	0
sa snying khu	1297	0
sa gtam pa	1297	0
sa rten	1297	0
sa stan	1297	0
sa steng	1297	0
sa stong	1297	0
sa stobs	1297	0
sa stobs mig	1297	0
sa thams cad dbang pa	1297	0
sa thal	1297	0
sa thul	1297	0
sa thel nag pa	1297	0
sa mthil	1297	0
sa dang po	1297	0
sa dug	1297	0
sa do	1297	0
sa dong	1297	0
sa dra	1297	0
sa bdag	1297	0
sa bdag khyim	1297	0
sa mda'	1297	0
sa mda' chu sgro ma	1297	0
sa rde	1298	1
sa rdo	1298	0
sa rdog	1298	0
sa ldan	1298	0
sa sde	1298	0
sa nag po	1298	0
sa gnas	1298	0
sa gnod sbyin	1298	0
sa gnon pa	1298	0
sa rnam	1298	0
sa sna lnga	1298	0
sa snod	1298	0
sa pa	1298	0
sa pa ka	1303	1
sa pag	1303	0
sa paN	1303	0
sa dpyad	1303	0
sa spyod	1303	0
sa spyod ma	1303	0
sa phug	1303	0
sa phung	1303	0
sa phur bu	1303	0
sa phyogs	1303	0
sa phra rabs can	1303	0
sa bon	1303	0
sa bon skyed	1303	0
sa bon skyed ma	1303	0
sa bon nyams	1303	0
sa bon mdzod	1303	0
sa bon rul pa	1303	0
sa bla	1303	0
sa dbang	1303	0
sa 'bol	1303	0
sa 'byed	1303	0
sa 'bri	1303	0
sa ma rdo	1303	0
sa ma la	1303	0
sa man te gsum	1299	0
sa mal	1299	0
sa mi gsod	1299	0
sa min	1299	0
sa mu tsa ya	1299	0
sa mos	1299	0
sa dmar	1300	1
sa smug	1300	0
sa tsi	1300	0
sa gtsang	1300	0
sa tshur	1300	0
sa mtshams	1300	0
