# Chandra Das headword -> pdf page (das_1902_bookmarked.pdf)
# SOURCE: Christian Steinert's ChandraDas_Scan index —
# permission granted by email 2026-08-13 ('feel free to
# use the Chandra Das headword index for your own needs')
# with his caveat: interpolated positions, terms may sit a
# page away. '?' rows are his own uncertainty marks,
# preserved as certain=0. printed->pdf offset +40
# (312-sample majority vote vs our section map).
# wylie	pdf_page	certain
rkang 'bros	114	0
rkang sbas	114	0
rkang ma rkang chig	114	0
rkang mar	114	0
rkang mig	114	0
rkang dmag	115	1
rkang rtsa	115	0
rkang tshugs	115	0
rkang mdzer	115	0
rkang mdzes	115	0
rkang bzhi	115	0
rkang yang	115	0
rkang ring	115	0
rkang lam	115	0
rkang shar pa	115	0
rkang shing	115	0
rkang shu	115	0
rkang shubs	115	0
rkang sor	115	0
rkan	115	0
rkan phug	115	0
rkan mar	115	0
rkam pa	115	0
rku ba	115	0
rku bar bgrang ba	115	0
rku bya	115	0
rku sems	115	0
rkun sgyig	115	0
rkun can	115	0
rkun bcom	115	0
rkun thabs su blang ba	115	0
rkun nor	115	0
rkun po	115	0
rkun pos bsgo ba	115	0
rkun dpon	115	0
rkun ma	115	0
rkun rdzas	115	0
rkun srung	115	0
rkub	116	1
rkub skyod par	116	0
rkub rgyag	116	0
rkub stegs	116	0
rkub tshos	116	0
rkur bcug pa	116	0
rke ba	117	1
rked rgyun	117	0
rked 'chu	117	0
rked mdud	117	0
rked nad can ma	117	0
rked pa	117	0
rked pa gyong pa	117	0
rked pa rgyur ba	117	0
rked pa chag	117	0
rked pa phra	117	0
rked 'bras	117	0
rked med ma	117	0
rked so	117	0
rko ba	117	0
rko byed	117	0
rko ma	117	0
rkog ma	117	0
rkong pa	117	0
rkong po 'bras chen	117	0
rkod pa	117	0
rkon pa	118	1
rkos mkhan	118	0
rkyag pa	118	0
rkyang	118	0
rkyang chu	118	0
rkyang thag	118	0
rkyang pa	118	0
rkyang phyag	118	0
rkyang 'phyes	118	0
rkyang ma	118	0
rkyan	119	1
rkyan bu	119	0
rkyal ka	119	0
rkyal pa	119	0
rkyal ba	119	0
rkyal bu	119	0
rkyal byed pa	119	0
rkyen	120	1
rkyen gyis	120	0
rkyen gcig rtogs	120	0
rkyen chags 'byung ba	120	0
rkyen rtogs	120	0
rkyen thub	120	0
rkyen pa	120	0
rkyen rtsi	120	0
rkyong ba	120	0
rkyong tse	120	0
lkug	120	0
lkugs pa	120	0
lkog	121	1
lkog dkar	121	0
lkog gyur	121	0
lkog glu	121	0
lkog chad	121	0
lkog chos byed pa	121	0
lkog rnyan	121	0
lkog tu	121	0
lkog tu brkus	121	0
lkog mdud	121	0
lkog 'dun	121	0
lkog na ma	121	0
lkog nor	121	0
lkog phra	121	0
lkog ma	121	0
lkog zan za ba	121	0
lkog zas za ba	121	0
lkog la brang 'byar gyi rgyal khams	121	0
lkog shal	121	0
lkog sog	121	0
lkob	121	0
lkol mdud	121	0
ska	121	0
ska cig	122	1
ska cog	122	0
ska ba	122	0
ska rags	122	0
ska rags bzang po ma	122	0
skag	122	0
skag rtsis	122	0
skag las skyes	122	0
skang ba	122	0
skang sha	122	0
skad	123	1
skad kyi gdangs	123	0
skad 'gag	123	0
skad rgyal	123	0
skad sgra che	123	0
skad bsgyur pa	123	0
skad ngar	123	0
skad can	123	0
skad cig	123	0
skad cig glog 'od	123	0
skad cig bcom	123	0
skad cig 'dod	123	0
skad cig 'dod ldan	123	0
skad cig pa	123	0
skad cig dbugs	123	0
skad cha	123	0
skad gnyis pa	123	0
skad gnyis smra ba'i dbang po	123	0
skad mnyen pa	123	0
skad snyan bsgyur ba	123	0
skad snyan pa	123	0
skad snyan ma	123	0
skad bsnyan	123	0
skad ster ba	123	0
skad mthun par	123	0
skad dod	123	0
skad gdangs dma' ba	123	0
skad 'don	123	0
skad pa	123	0
skad pa che	123	0
skad po che	123	0
skad 'byin	123	0
skad sbyangs shig	123	0
skad mi gsal	123	0
skad rigs chen po bzhi	123	0
skad ring	123	0
skad lugs	123	0
skad legs ma	123	0
skad log	123	0
skan te	124	1
skab	124	0
skabs	124	0
skabs gnyis pa	124	0
skabs don	124	0
skabs 'di la	124	0
skabs phye na	124	0
skabs 'byed pa	124	0
skabs la babs pa	124	0
skabs gsum btung ba	124	0
skabs gsum gnas	124	0
skabs gsum pa	124	0
skabs gsum dbang	124	0
skabs gsum mtshon cha	124	0
skam	125	1
skam glog	125	0
skam chas	125	0
skam thal	125	0
skam thug	125	0
skam dras	125	0
skam pa	125	0
skam pag	125	0
skam po	125	0
skam phogs	125	0
skam las skye ba	125	0
skam bshad	125	0
skams pa	125	0
skar khung	125	0
skar khongs	125	0
skar mkhan	125	0
skar lcag	125	0
skar chu	125	0
skar mda'	125	0
skar mda'i gdong ngam sna	125	0
skar dpyad	125	0
skar phran	125	0
skar 'phreng	125	0
skar ba	126	1
skar ma	126	1
skar ma stod phur	127	1
skar ma 'tshe	127	0
skar ma'i dpyod	127	0
skar mig bu	127	0
skar 'dzin	127	0
skar 'od	127	0
skar yum	127	0
skal ngan	127	0
skal can ma	127	0
skal ldan	127	0
skal ldan shing rta	127	0
skal ldan shing rta'i bu mo	127	0
skal pa	127	1
skal pa can	127	0
skal pa che	127	0
skal pa mnyam pa	127	0
skal pa bzang po	127	0
skal 'phar	127	0
skal ba	128	1
skal ba chad pa	128	0
skal bzang	128	0
skal rin	128	0
skas	128	0
skas skor khra ma	128	0
skas gdang bu	128	0
skas tshang	128	0
skas leb	128	0
sku	128	1
sku skal	129	1
sku skem	129	0
sku khams	129	0
sku gam ngo bcar	129	0
sku bgegs chags	129	0
sku rgyu	129	0
sku rgyud	129	0
sku lnga rgyal po	129	0
sku bcar	129	0
sku bcar mo	129	0
sku chas	129	0
sku chos	129	0
sku mched	129	0
sku gnyer	129	0
sku mnyed	129	0
sku brnyan	129	0
sku rten	129	0
sku bltams	129	0
sku thog	129	0
sku drung pa	130	1
sku gdung	130	0
sku 'dra	130	0
sku ldem pa	130	0
sku na	130	0
sku bub	130	0
sku 'bum	130	0
sku smad	130	0
sku tsha	130	0
sku tshab	130	0
sku tshe stod	130	0
sku mtshal	130	0
sku zhabs	130	0
sku gzan	130	0
sku gzugs bde	130	0
sku yi babs dang bstun	130	0
sku yi zo mdog	130	0
sku rags	130	0
sku ring	130	0
sku rim	130	0
sku ru	131	1
sku ru kha	131	0
sku lus	131	0
sku sha 'byor po	131	0
sku gshegs pa	131	0
sku gshen	131	0
sku sras brgyad	131	0
sku gsung thugs	131	0
sku gsum	131	0
sku gseng	131	0
sku bsrungs	131	0
skugs	131	0
skung ba	131	0
skungs sa	131	0
skud	132	1
skud pa'i 'bu	132	0
skud po	132	0
skun bu	132	0
skub	132	0
skum pa	132	0
skur pa	132	0
skur ba	132	0
skur ba 'debs pa	132	0
skul mkhan	132	0
skul rgyu	132	0
skul ba	132	0
skul byed	132	0
skul tshig	132	0
ske	133	1
ske stong	133	0
ske tse	133	0
ske tshang	133	0
ske rags	133	0
skeg	133	0
skeg tshos	133	0
skeng lungs	133	0
sked dkar	133	0
sked 'jigs	133	0
sked pa	133	0
sked ma	133	0
skem nad	133	0
skem pa	133	0
skem byed	133	0
skem byed dkar po	133	0
skem byed ma	133	0
skem byed sha za	133	0
skems pa	133	0
skems pa'i sbrebs pa	133	0
sker	133	0
sker leb sgur	134	1
sko sko	134	0
sko ba	134	0
sko tse	134	0
skogs	134	0
skong	134	0
skong ba	134	0
skongs shig	134	0
skon pa	134	0
skobs	134	0
skom	134	0
skom skyur	134	0
skom dad	134	0
skom nas	134	0
skom sha	134	0
skoms pa	134	0
skor	135	1
skor mkhan	135	0
skor 'go	135	0
skor rgyugs	135	0
skor thag	135	0
skor thang	135	0
skor thig	135	0
skor pa	135	0
skor ba	135	0
skor tsher	136	1
skor res	136	0
skor lam	136	0
skor log pa	136	0
skor shing	136	0
skol ba	136	1
skos pa	136	0
skya	136	0
skya ka	136	0
skya skya	136	0
skya rgyab pa	136	0
skya chen	136	0
skya nyil	136	0
skya tha le	136	0
skya thud	136	0
skya thud leb	136	0
skya thum	136	0
skya thom me ba	136	0
skya nar	136	0
skya nar khra bo	136	0
skya nar gyi bu	136	0
skya nar ldan ma	136	0
skya ba	137	1
skya ba 'dzin	137	0
skya bag	137	0
skya bo	137	0
skya bo spyi	137	0
skya ma	137	0
skya ma na kha	137	0
skya rtsa	137	0
skya rtse	137	0
skya ris	137	0
skya reng	137	0
skya rengs nu bo	137	0
skya lan	137	0
skya leb	137	0
skya seng	137	0
skya seng gi bu	137	0
skya ser	137	0
skya lham	137	0
skyag pa	138	1
skyag po	138	0
skyang	138	0
skyang nul	138	0
skyangs	138	0
skyabs	138	0
skyabs mgon	138	0
skyabs mgon sbug	138	0
skyabs sgron	138	0
skyabs bcol	138	0
skyabs bcol sa	138	0
skyabs 'jug	138	0
skyabs 'jug zhu ba	138	0
skyabs gnas	138	0
skyabs gnas rgya chen	138	0
skyabs pa	138	0
skyabs bya	138	0
skyabs byed	138	0
skyabs byed pa	138	0
skyabs 'os	138	0
skyabs su 'gro ba	138	0
skyabs sems	138	0
skyam phu	139	1
skyar gog	139	0
skyar bcag	139	0
skyar po	139	0
skyar ba	139	0
skyar rbab	139	0
skyar mo	139	0
skyar leb	139	0
skyal	140	1
skyal kha	140	0
skyal gyis sgrol	140	0
skyal chen	140	0
skyas	140	0
skyas ma	140	0
skyi	140	0
skyi dkar	140	0
skyi khung	140	0
skyi mkhar lha khang	140	0
skyi sgam	140	0
skyi bstums	140	0
skyi nag	140	0
skyi lpags	140	0
skyi ba	140	0
skyi bung	140	0
skyi bun	140	0
skyi g.ya'	140	0
skyi sha	140	0
skyig pa	140	0
skying khab	141	1
skying ser	141	0
skyid grong	141	0
skyid glu	141	0
skyid mgo	141	0
skyid chu	141	0
skyid ches	141	0
skyid thabs	141	0
skyid dar	141	0
skyid lde nyi ma mgon	141	0
skyid sdug	141	0
skyid pa	141	0
skyid zing nge	141	0
skyid shod	141	0
skyid lhan	141	0
skyin	141	0
skyin gor	141	0
skyin thang	141	0
skyin pa	141	0
skyin po	141	0
skyin mi	141	0
skyin tshab	141	0
skyibs	142	1
skyim	142	0
skyil krung	142	0
skyil ba	142	0
skyil mo krung	142	0
skyu gang	142	0
skyu ra sgang	142	0
skyu ru	143	1
skyu ru ra	143	0
skyu rum	143	0
skyug nyes pa	143	0
skyug ldad	143	0
skyug pa	143	0
skyug bro ba	143	0
skyug sman	143	0
skyug log pa	143	0
skyugs po	143	0
skyung ba	143	0
skyud pa	143	0
skyur khu	143	0
skyur gong	143	0
skyur ngom	143	0
skyur can	143	0
skyur 'jug pa	143	0
skyur tum	143	0
skyur pa	143	0
skyur ba	144	1
skyur byed gsum	144	0
skyur ma	144	0
skyur mo	144	0
skyur rtsi	144	0
skyur rtsi chung	144	0
skyur rtsi chen po	144	0
skyur shing	144	0
skyus	144	0
skye	145	1
skye dgu	145	0
skye dgu'i bdag po	145	0
skye 'gro	145	0
skye 'gro yongs kyi mdog gsal	145	0
skye rgas	145	0
skye sgo	145	0
skye ngan	145	0
skye mched	145	0
skye mched mu bzhi	145	0
skye 'chi med pa	145	0
skye ldan	145	0
skye ldum	145	0
skye gnas	145	0
skye gnas mtshungs pa	145	0
skye ba	146	1
skye ba rgyal	146	0
skye ba rgyun gcod	146	0
skye ba lnga pa	146	0
skye ba snga	146	0
skye ba mthun pa	146	0
skye ba dang 'jig pa	146	0
skye ba dran pa	146	0
skye ba bdun	146	0
skye ba 'di la	146	0
skye ba spel	146	0
skye ba phyi ma	146	0
skye ba phra mo	146	0
skye ba gzhan	146	0
skye ba rig pa	146	0
skye ba'i cha can	146	0
skye ba'i lam ster	146	0
skye bas 'thob	146	0
skye bo	147	1
skye bo bkres pa	147	0
skye bo ngan pa	147	0
skye bo dam pa	147	0
skye bo gnas pa	147	0
skye bo phal po che'i phan pa	147	0
skye bo tshan po che	147	0
skye bo gso thig	147	0
skye bo'i gtam	147	0
skye bo'i tshogs	147	0
skye bo'i tshogs can	147	0
skye bos bskur ma	147	0
skye bos dben pa	147	0
skye med btsan sa zin pa	147	0
skye rmongs	147	0
skye tshe	147	0
skye zla	147	0
skye rags	147	0
skye shing	147	0
skye ser gyi rlung	147	0
skye srid sa bon	147	0
skyeg	148	1
skyegs	148	0
skyeng ba	148	0
skyeng ser rlung	148	0
skyengs pa med	148	0
skyed	148	0
skyed sgo	148	0
skyed can	148	0
skyed cig	148	0
skyed pa	149	1
skyed 'phel	149	0
skyed byed	149	0
skyed ma	149	0
skyed tshal	149	0
skyed rim	149	0
skyen	149	0
skyen pa	149	0
skyen la	149	0
skyem pa	150	1
skyem byed ma	150	0
skyem shog	150	0
skyems	150	0
skyems chang	150	0
skyems stong rdzong	150	0
skyems tshug	150	0
skyems bzang	150	0
skyems gsol	150	0
skyer skya	150	0
skyer skyer	150	0
skyer kha	150	0
skyer chu	150	0
skyer pa	150	0
skyer dman	150	0
skyer shing	150	0
skyel gyur	150	0
skyel thung	150	0
skyel ba	151	1
skyel ma	151	0
skyel mi	151	0
skyes	151	0
skyes sgra can	151	0
skyes nges	151	0
skyes chen	151	0
skyes chen sgrub gnas	151	0
skyes chen dam pa	151	0
skyes mchog	151	0
skyes ldan	151	0
skyes sdong	151	0
skyes nag	151	0
skyes pa	152	1
skyes pa dar ma	152	0
skyes pa 'brus phyung pa	152	0
skyes pa'i rgyu skar	152	0
skyes spor	152	0
skyes phan	152	0
skyes ba rgyal	152	0
skyes bu	153	1
skyes bu skyes mchog	153	0
skyes bu can	153	0
skyes bu mchog	153	0
skyes bu mtho	153	0
skyes bu nag po	153	0
skyes bu pho	153	0
skyes bu 'bring	153	0
skyes bu'i 'khrugs pa	153	0
skyes bu'i ngos	153	0
skyes ma	153	0
skyes ma thag	153	0
skyes ma thag pa	153	0
skyes dman	153	0
skyes rdzongs	153	0
skyes gzugs	153	0
skyes rabs	153	0
skyes so cog	153	0
skyo	154	1
skyo 'gyed	154	0
skyo nges	154	0
skyo ngogs	154	0
skyo ba	154	0
skyo bran	154	0
skyo ma	154	0
skyo ma can	154	0
skyo med	154	0
skyo med khyab	154	0
skyo tshag	154	0
skyo ras tsho tshogs	154	0
skyo rogs	154	0
skyo shas	154	0
skyo sangs	154	0
skyo sangs nyid	154	0
skyo sangs gnas	154	0
skyog nag	155	1
skyogs	155	0
skyogs lto 'bu	155	0
skyogs pa	155	0
skyogs med	155	0
skyong ldan ma	155	0
skyong ba	155	0
skyong byed ma	155	0
skyod pa	156	1
skyod byed	156	0
skyon	156	0
skyon skye	156	0
skyon ngag	156	0
skyon can	156	0
skyon bco brgyad	156	0
skyon brjod pa	156	0
skyon du 'grang ba	156	0
skyon nas smra ba	156	0
skyon gnad med pa	156	0
skyon pa	157	1
skyon med rtog	157	0
skyon med gnas	157	0
skyon tshig	157	0
skyon 'dzin	157	0
skyon shes	157	0
skyon shes pa	157	0
skyon sel ba	157	0
skyob ston	157	0
skyob pa	157	0
skyobs	158	1
skyobs byed	158	0
skyom pa	158	0
skyor	158	0
skyor skyor	158	0
skyor ba	158	0
skyor sbyangs	158	0
skyor mo lung	158	0
skyor tshig	158	0
skyol ba	158	0
skyos pa	158	0
skyos ma	158	0
skra	158	1
skra mkhan	159	1
skra can	159	0
skra can gnas	159	0
skra can ma	159	0
skra can gsod	159	0
skra gnyis pa	159	0
skra mdud	159	0
skra 'dres ma	159	0
skra gnas	159	0
skra 'bal ba	159	0
skra med mgo	159	0
skra tsal	159	0
skra tshogs	159	0
skra mtshams	159	0
skra zings	159	0
skra bzang	159	0
skra bzang ma	159	0
skra li ba	159	0
skra lo	159	0
skra shad	159	0
skrag skrag	160	1
skrag pa	160	0
skrag byed ma	160	0
skrang ba	160	0
skrang 'bur	160	0
skrangs kyi spyang ki	160	0
skrangs po	160	0
skran	160	0
skrab pa	160	0
skra'i rgyal po	160	0
skra'i byi dor	160	0
skra'i rtse mo'i mtha'	160	0
skras ka	160	0
skri ba	160	0
skru ba	160	0
skrud pa	160	0
skrun pa	160	0
skrum	160	0
skrog	161	1
skrog pa	161	0
skrod pa	161	0
brkam chags	161	0
brkus	161	0
brko spyod	161	0
brkos ma	161	0
brkyang shing	161	0
brkyangs	161	0
bska ba	161	0
bskang mdos	161	0
bskang rdzas	161	0
bskang gso	161	0
bskangs	161	0
bskam	161	0
bskams	161	0
bskal pa	161	0
bskal pa bzang	161	0
bskal pa shes	161	0
bskal me	161	0
bskal bzang	161	0
bsku	161	0
bskungs	161	0
bskum	161	0
bskum khru	161	0
bskum mkhyid	161	0
bskum 'dom	161	0
bskur	161	0
bskul	161	0
bskul gzhung	161	0
bskus	162	1
bskon	162	0
bskor	162	0
bskos	162	0
bskyang du med	162	0
bskyangs	162	0
bskyabs	162	0
bskyams	162	0
bskyar	162	0
bskyar bzo	162	0
bskyur	162	0
bskyur du bcug pa	162	0
bskyed 'dod	162	0
bskyed pa	162	0
bskyed rim	162	0
bskyod nas	162	0
bskyod pa	162	0
bskyod pa yang ma	162	0
bskyod med pa	162	0
bskrad	162	0
bskrun	162	0
bskrus	162	0
kha	163	1
kha kyel ba	164	1
kha krab pa	164	0
kha dkar po	164	0
kha dkri	164	0
kha lkug	164	0
kha skad	164	0
kha skong	164	0
kha skor ba	164	0
kha skyur pon	164	0
kha skyengs	164	0
kha kha	164	0
kha khebs	164	0
kha khor	164	0
kha khyag	164	0
kha khyag pa	164	0
kha khyer	164	0
kha khra	164	0
kha khram	164	0
kha khram pa	164	0
kha khral	165	1
kha 'khor	165	0
kha 'khyoms	165	0
kha ga po	165	0
kha ga ma	165	0
kha gang	165	0
kha gang dgar smra ba	165	0
kha gab	165	0
kha gyen phyogs	165	0
kha grangs	165	0
kha gru	165	0
kha gling	165	0
kha gling sgra	165	0
kha 'gog pa	165	0
kha 'gyur ba	165	0
kha 'grig pa	165	0
kha 'gril	165	0
kha rgan	165	0
kha rgod	165	0
kha rgyan	165	0
kha rgyal ba	165	0
kha rgyug	165	0
kha rgyud	165	0
kha sgor	165	0
kha sgyur ba	165	0
kha sgrog	165	0
kha bsgos	166	1
kha lnga pa	166	0
kha snga ba	166	0
kha cig	166	0
kha cul	166	0
kha gcang	166	0
kha gcod	166	0
kha bcud	166	0
kha bcol	166	0
kha chag	166	0
kha chad	166	0
kha char	166	0
kha chings	166	0
kha chu	166	0
kha chu phug	166	0
kha che	166	0
kha che skyes	166	0
kha che 'gron khang	166	0
kha chems	166	0
kha chos	166	0
kha 'cham	166	0
kha 'chal	166	0
kha 'che ba	166	0
kha 'jam gting khag	166	0
kha 'jal ba	166	0
kha 'jug pa	166	0
kha rje	167	1
kha rje khyu mchog	167	0
kha rje can	167	0
kha rje che	167	0
kha nyan pa	167	0
kha nyung	167	0
kha nyog	167	0
kha mnyam	167	0
kha rnying	167	0
kha snyoms	167	0
kha brnyongs	167	0
kha ta	167	0
kha tam ga	167	0
kha tig	167	0
kha to shing	167	0
kha ton	167	0
kha gtad pa	168	1
kha gtam	168	0
kha gtugs pa	168	0
kha gtong ba	168	0
kha btags	168	0
kha stan	168	0
kha steng du	168	0
kha stong	168	0
kha stoms rgyab pa	168	0
kha thal	168	0
kha thal ba	168	0
kha thi	168	0
kha thug	168	0
kha thog	168	0
kha thor	168	0
kha mthun	168	0
kha mthun pa	168	0
kha 'thab	168	0
kha 'then btang ba	169	1
kha 'thor pa	169	0
kha dag	169	0
kha dig	169	0
kha dug can	169	0
kha dum pa	169	0
kha dul po	169	0
kha dog	169	0
kha dog dkar po	169	0
kha dog ngan pa	169	0
kha dog chen po	169	0
kha dog lta bu	169	0
kha dog mtha' yas pa	169	0
kha dog sna tshogs	169	0
kha dog pa	169	0
kha dog gsum pa	169	0
kha drag	169	0
kha drang	169	0
kha dro	169	0
kha dro bo	169	0
kha gdangs pa	169	0
kha mdog	169	0
kha 'dar	169	0
kha 'dig	169	0
kha 'debs	169	0
kha 'don	169	0
kha 'don byed pa	169	0
kha rda	169	0
kha sdams	169	0
kha sdom pa	169	0
kha brda	169	0
kha brda'	169	0
kha na ma tho ba	170	1
kha nag po	170	0
kha nang	170	0
kha nad	170	0
kha nar can	170	0
kha nas	170	0
kha ning	170	0
kha nim	170	0
kha nog	170	0
kha nor song	171	1
kha mnan pa	171	0
kha pa	171	0
kha po	171	0
kha po che	171	0
kha lpags	171	0
kha spu	171	0
kha pho	171	0
kha phog	171	0
kha phor	171	0
kha phyi	171	0
kha phyin pa	171	0
kha phyir lta	171	0
kha phyis	171	0
kha phye ba	171	0
kha phyogs	171	0
kha 'phang ba	171	0
kha 'phyur	171	0
kha 'phrod po	171	0
kha ba	171	0
kha ba dkar po	171	0
kha ba ri pa	171	0
kha bad	172	1
kha bar byed	172	0
kha bu	172	0
kha byang	172	0
kha bye ba	172	0
kha brag	172	0
kha bral	172	0
kha dbang	172	0
kha dbrag	172	0
kha 'bar ma	172	0
kha 'bu ba	172	0
kha 'bub tu nyal ba	172	0
kha 'bus pa	172	0
kha 'bri ba	172	0
kha sbyang	172	0
kha sbyar	172	0
kha sbyor	172	0
kha sbyor thig le	172	0
kha sbyor bdun ldan	172	0
kha ma 'cham	172	0
kha ma phye ba	172	0
kha ma bye	172	0
kha mi shes pa	172	0
kha mur	172	0
kha med	172	0
kha mo	172	0
kha dmar	173	1
kha rtsang	173	0
kha rtsod	173	0
kha tsha	173	0
kha tshar	173	0
kha tshub	173	0
kha tsho	173	0
kha tshod	173	0
kha tshon	173	0
kha mtshul	173	0
kha 'tshangs pa	173	0
kha 'tshog	173	0
kha 'dzin	173	0
kha 'dzin byed pa	173	0
kha 'dzin gsum	173	0
kha 'dzum pa	173	0
kha zhan	173	0
kha zhur	173	0
kha zhe	173	0
kha zheng	173	0
kha zhen	173	0
kha zhes	173	0
kha zam	174	1
kha zas	174	0
kha zum pa	174	0
kha zur	174	0
kha zer ba	174	0
kha gzar	174	0
kha gzi	174	0
kha bzang	174	0
kha 'og	174	0
kha ya	174	0
kha yig	174	0
kha yel	174	0
kha yog	174	0
kha g.yel	174	0
kha g.yogs	174	0
kha ra	174	0
kha rag	175	1
kha ras	175	0
kha ri	175	0
kha ru tshwa	175	0
kha re skyengs	175	0
kha reg pa	175	0
kha ro	175	0
kha rog	175	0
kha rog pa	175	0
kha rlangs	175	0
kha la me 'bar	175	0
kha la reg pa	175	0
kha la sla te don la dka'	175	0
kha lan	175	0
kha las byung	175	0
kha lin pa	175	0
kha le	175	0
kha leb	175	0
kha lo	175	0
kha lo sgyur pa	175	0
kha lo pa	175	0
kha log pa	175	0
kha sha	176	1
kha shags	176	0
kha shas	176	0
kha shugs can	176	0
kha shob	176	0
kha shor	176	0
kha shol ba	176	0
kha gshags	176	0
kha bshad	176	0
kha sag	176	0
kha sang	176	0
kha sangs	176	0
kha si	176	0
kha sing	176	0
kha sub	176	0
kha sur	176	0
kha so	176	0
kha sral chung ngu	176	0
kha slob	176	0
kha gsag	176	0
kha gsar	176	0
kha gsal	176	0
kha gso	176	0
kha bsag	176	0
kha bsre ba	176	0
kha bslus	176	0
kha hrag	176	0
kha lhag	176	0
khag	177	1
khag po	177	0
khang gnyer	178	1
khang steng	178	0
khang thog	178	0
khang pa	178	0
khang pa bkra ba	178	0
khang pa btsan po	178	0
khang pa brtsegs pa	178	0
khang pa g.yo	178	0
khang pa'i nang	178	0
khang bu	178	0
khang mig	178	0
khang rtsa	178	0
khang brtsegs	178	0
khang zhabs	178	0
khang zhing	178	0
khang bzang	178	0
khang bzo ba	178	0
khangs pa	178	0
khad	178	0
khad kyis	178	0
khad pa	179	1
khan	179	0
khan da	179	0
khan pa	179	0
khan man	179	0
khab	179	0
khab btsun ma	179	0
khab ral	179	0
khab le	179	0
khab len rdo	179	0
khab long	179	0
khva	179	0
khva skrod nus pa	179	0
khva ta	179	0
khabs	179	0
kham	179	0
kham kham	180	1
kham khum	180	0
kham gang	180	0
kham star	180	0
kham ldog	180	0
kham pa	180	0
kham phor	180	0
kham 'phro mi bcad pa	180	0
kham bu	180	0
kham g.yag	180	0
kham ran pa	180	0
kham sa	180	0
kham sang	180	0
kham ser	180	0
khams	181	1
khams chen po	181	0
khams brtas pa	181	0
khams bde	182	1
khams bde dri smed	182	0
khams bde ba	182	0
khams ldog pa	182	0
khams sna tshogs mkhyen pa'i stobs	182	0
khams mi nyag	182	0
khams mi 'dra ba	182	0
khams tshan	182	0
khams sas	182	0
khams su gtogs pa	182	0
khams slang	182	0
khams sle	182	0
khams gsum	182	0
khams gsum 'khor los bsgyur	182	0
khams gsum zangs khang gling	182	0
khams gsum la ma chags pa	182	0
khams gsos par	182	0
kha'i nyin	182	0
khar	182	0
khar bkrol	182	0
khar gong	182	0
khar chen bza'	182	0
khar ta ta	182	0
khar pa	182	0
khar ba mgar	182	0
khar rtsang	182	0
khar dzu ra	182	0
khar sa pa ni	182	0
khar gsel	182	0
khal	183	1
khal kha	183	0
khal khol	183	0
khal cag	183	0
khal rjes	183	0
khal pa	183	0
khal ban	183	0
khal ma	183	0
khal ri	183	0
khas	183	0
khas khyags	183	0
khas che	183	0
khas che ba	183	0
khas brjod	183	0
khas nyen dbang chung	183	0
khas blangs	183	0
khas zhan pa	183	0
khas len rgan khur	183	0
khas len pa	183	0
khi	184	1
khi bi dza la	184	0
khi'u	184	0
khu	184	0
khu khrag	184	0
khu gu	184	0
khu tu	184	0
khu thu chi	184	0
khu rdul	184	0
khu nu	184	0
khu rna	184	0
khu po	184	0
khu ba	184	0
khu ba kun ldan	184	0
khu ba ldan	184	0
khu ba byed	184	0
khu ba 'byin pa	184	0
khu ba ser po	184	0
khu ba'i bdag nyid	184	0
khu ba'i 'pho	184	0
khu ba'i dbang po	184	0
khu ba'i slob ma	184	0
khu be	185	1
khu bo	185	0
khu byug	185	0
khu byug grags zla	185	0
khu byug mig	185	0
khu byug rtsa	185	0
khu mag	185	0
khu tshur	185	0
khu tshur gyis 'tsho	185	0
khu tshur bcings	185	0
khu tshur bcings pa	185	0
khu tshur snun pa	185	0
khu 'od bza'	185	0
khu yu	185	0
khu ra	185	0
khu lu	185	0
khu le	185	0
khug	186	1
khug khyog	186	0
khug rta	186	0
khug sna	186	0
khug pa	186	0
khug ma	186	0
khugs pa	186	0
khung	187	1
khung drogs	187	0
khung pa	187	0
khung bu	187	0
khung bu can	187	0
khung rtsi	187	0
khungs	187	0
khungs ma	187	0
khungs btsun	187	0
khud	187	0
khud pa	187	0
khud ma	187	0
khud ze	187	0
khun ti	188	1
khun pa	188	0
khum	188	0
khum bu	188	0
khums lag	188	0
khur	188	0
khur lci ba	188	0
khur brnyan pa	188	0
khur thag	188	0
khur 'degs byed	188	0
khur 'dren pa	188	0
khur pa	188	0
khur 'phrog pa	188	0
khur ba	188	0
khur bor ba	188	0
khur blangs pa	188	0
khur mang	188	0
khur tshos	188	0
khur bzod pa	188	0
khur la mi 'jigs	188	0
khur len	188	0
khur bsam che ba	188	0
khul	189	1
khul ma	189	0
khul rtsid	189	0
khul rtse	189	0
khe	189	0
khe khye	189	0
khe gad	189	0
khe gan rtse	189	0
khe sgrub pa	189	0
khe can	189	0
khe nyen	189	0
khe pa	189	0
khe brag mdo	189	0
khe med	189	0
khe ru 'gro ba	189	0
khe slebs chen po	189	0
khe gsum	189	0
khegs	190	1
khegs pa	190	0
khengs gtam	190	0
khengs ldan ma	190	0
khengs pa	190	0
khen 'dra	190	0
khen pa	190	0
khebs	190	0
khebs 'gab pa	190	0
khebs pa	190	0
khebs sang ba	190	0
khem	190	0
kher rkyang	190	0
kher rgyag pa	190	0
khel sgo	190	0
khel ba	190	0
khes nyin	191	1
khes pa	191	0
kho	191	0
kho ti	191	0
kho thag gcod pa	191	0
kho mthing lha khang	191	0
kho na	191	0
kho pa	191	0
kho po	191	0
