# work_key	english	tibetan	raw_label	source	vinaya
S5386		རྒྱུད།/སྤྱི།/བྱ་རྒྱུད།	རྒྱུད།/སྤྱི།/བྱ་རྒྱུད།	sungbum	0
S5386	Teachings On The Tantric Class Of Action	BYA RGYUD	Teachings_On_The_Tantric_Class_Of_Action--BYA_RGYUD	r6	0
S5386	Teachings On The Tantric Class Of Activity	SPYOD RGYUD	Teachings_On_The_Tantric_Class_Of_Activity--SPYOD_RGYUD	r6	0
S5387		རྒྱུད།/འོད་ཟེར་ཅན།/སྒྲུབ་ཐམྦ།	རྒྱུད།/འོད་ཟེར་ཅན།/སྒྲུབ་ཐམྦ།	sungbum	0
S5387	Methods For Reaching The Holy Being	SGRUB THABS	Methods_For_Reaching_The_Holy_Being--SGRUB_THABS	r6	0
S5388		རྒྱུད།/དུས་འཁོར།/རྫོགས་རིམ།	རྒྱུད།/དུས་འཁོར།/རྫོགས་རིམ།	sungbum	0
S5388	Instructions For The Stage Of Completion	RDZOGS RIM	Instructions_For_The_Stage_Of_Completion--RDZOGS_RIM	r6	0
S5389		རྒྱུད།/གསང་འདུས།/འགྲེལ་པ།	རྒྱུད།/གསང་འདུས།/འགྲེལ་པ།	sungbum	0
S5389	Commentaries On The Practice	'GREL PA	Commentaries_On_The_Practice--'GREL_PA	r6	0
S539		རྒྱུད།/སྤྱི།/བྱ་རྒྱུད།	རྒྱུད།/སྤྱི།/བྱ་རྒྱུད།	sungbum	0
S539	Teachings On The Tantric Class Of Action	BYA RGYUD	Teachings_On_The_Tantric_Class_Of_Action--BYA_RGYUD	r6	0
